word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24
service,-0.30753,0.88404,-1.0297,-0.61819,1.0883,-0.51168,0.20697,-0.43241,1.2657,0.45289,0.51967,0.050615,-3.8389,0.59332,1.0632,0.32348,0.85886,-0.043038,-0.57752,-0.17569,-0.33373,-1.6769,-0.46403,-0.25104,-0.54795
tw,1.2534,1.2174,0.15624,-0.10868,0.044345,0.063571,-0.71972,2.8634,0.29285,-0.23214,-0.45825,-0.67069,-2.0814,-0.42252,0.50317,0.70704,0.36832,-0.31434,-0.39909,0.88317,-0.18368,-0.52589,0.57521,1.5783,-0.73092
artist,0.025554,0.46689,0.32267,-0.73581,1.1213,-1.0129,0.96834,0.29861,0.18415,-1.4883,-0.15976,0.66522,-3.5934,-0.30633,-0.8745,0.1386,-0.30433,-0.27797,0.13761,0.75173,-0.45556,-0.057721,-1.1327,-1.1266,-0.071033
winning,0.063161,0.98775,-0.36752,-1.1315,0.10847,0.063775,0.97525,-0.58848,-0.82768,-1.0065,0.44988,0.51593,-3.9802,0.75763,0.61877,-0.51523,-0.38782,-0.93298,-0.15198,0.38975,-1.0961,0.7075,0.27971,-0.39143,-0.45937
earth,-0.33573,-0.52958,0.12754,0.38944,-0.34348,0.10132,1.5368,-0.15455,0.20551,0.21389,0.1052,0.39473,-3.499,1.1765,-0.66216,0.5492,0.21916,0.57466,0.94694,-0.10122,-0.2059,-0.51519,-0.25807,-0.50856,0.24833
finished,-0.39264,0.98318,1.5835,-0.92851,0.070209,0.049189,1.4713,-1.2691,-0.22709,-0.46263,0.19796,0.71533,-3.5684,0.099945,0.8439,-0.10481,0.47307,0.76827,-0.93415,-0.80438,-1.0955,0.19601,-0.046317,0.89503,0.032714
horrible,0.21438,-0.66014,-0.16823,0.27111,0.75163,1.4539,1.3342,0.45775,-1.0655,-0.43815,-0.3065,-1.0593,-3.0458,0.15611,1.9577,1.2217,0.35779,0.4452,-0.34816,-0.47898,0.62939,0.82832,0.74702,0.15725,-0.10929
tha,0.14541,0.88744,0.35771,0.59968,-0.36686,0.040829,-0.1343,0.0038612,0.89678,0.60253,-1.6821,0.3699,-3.9482,0.88589,-0.8261,-0.10631,0.75911,-0.17122,-0.7637,0.9781,0.032373,1.6305,1.3716,0.21801,-0.31628
health,-0.50245,0.73513,-2.0223,0.035111,1.2962,-0.48859,0.94489,-1.1285,1.0489,0.30981,0.20555,-0.40283,-3.898,0.61878,1.01,-1.4251,0.0042893,0.38252,0.77385,-0.4758,-0.19673,-0.66318,-0.99531,-0.14017,0.049816
fresh,-0.9285,0.21614,0.026411,0.28695,0.36358,1.2041,0.84635,-0.44372,0.37128,0.0071578,0.27459,0.25177,-3.4353,-0.57679,-0.20675,-0.49983,1.0908,-0.68712,-0.11609,0.53449,-0.76656,0.17587,0.043756,0.29726,0.57398
tbm,1.3769,-0.8932,0.2817,-0.35732,-0.040625,-0.64691,-0.23812,0.59023,0.61132,-1.2276,-1.5992,-2.6311,-1.4353,-1.8125,-0.42575,-1.2818,-1.9393,-0.15846,-1.3207,0.067619,0.0016989,0.55314,0.075402,2.3137,0.20551
fear,0.34901,0.30926,-0.80943,1.495,-0.66837,0.40203,1.7135,-0.63232,0.13892,0.22926,-0.32921,0.75148,-3.5653,0.7832,-0.090396,0.6436,-0.4382,0.82941,1.3351,-1.0171,0.0089844,0.70354,0.026537,-0.50671,-0.3056
honest,0.045128,0.35828,-1.1219,-0.080907,0.67977,0.30182,1.2288,-0.44192,-0.91295,-0.44178,-1.1636,0.6767,-3.5537,0.10936,-0.46606,0.64404,0.36961,-0.40332,0.32351,-0.7707,1.1337,0.40322,-0.72449,0.058686,-1.2545
march,-0.49991,0.50075,-0.03019,-1.3245,-0.17469,-0.79618,1.5146,-0.13458,-0.061996,0.12421,0.16973,0.36251,-3.0282,1.9831,0.093954,-0.55977,-0.18624,-0.31241,-0.71372,-0.13311,-0.96943,-0.92285,0.028216,-0.28174,0.22877
players,0.92866,0.72802,-0.52351,-1.4832,-0.00094552,0.38935,0.27315,-0.61414,-0.49954,-0.83551,0.47096,0.44344,-4.1297,0.7303,0.70066,0.029244,-0.2581,-1.3786,0.6304,-0.027787,-0.88323,1.0347,-0.041421,-1.2988,-0.96979
choose,0.0083701,0.34513,-0.84528,0.066952,-0.37061,-0.43915,1.2058,-0.7652,0.11774,-0.76853,-0.50942,-0.19276,-4.1139,-0.34271,-0.93036,0.41134,0.042738,-0.80496,0.82584,-0.68941,-0.10578,0.040933,-0.44437,0.34397,-0.88031
shoot,-0.11891,0.71501,0.73317,-0.11079,-0.0033952,-0.12924,1.0041,-0.048679,0.52301,-0.05362,0.01503,0.80499,-3.4188,-0.018921,-0.00012056,0.77689,0.64383,-1.181,-0.90116,-0.14035,-0.42169,0.15361,0.59726,-0.55434,0.020806
bot,0.56601,0.12731,-0.3279,-0.028099,0.051303,-0.35351,0.72046,1.1771,0.50724,0.19381,-0.41146,1.3407,-1.3985,-0.59603,-1.2277,-0.60713,-0.43011,-0.25133,-0.021151,0.82933,0.11821,-1.3439,-0.38575,0.50761,-0.05012
hilarious,0.49131,-0.60914,0.78052,-0.80065,0.90338,-0.11482,2.1985,-0.57149,-1.2778,-0.6736,-0.60044,1.4886,-2.8662,-0.80629,0.96298,0.5112,0.5285,-0.29295,-0.75236,-0.061051,1.0312,0.2832,-0.37604,-0.30948,-0.12308
thankful,-1.5817,1.1934,-0.50159,0.072795,-0.32589,0.10494,1.7157,-0.6976,-1.9022,-0.14361,-1.2185,0.043884,-3.5217,0.92279,-0.70194,-0.019674,0.25228,-0.073215,0.68774,-0.55256,0.16208,0.044736,-1.0709,0.52915,-0.41683
caught,-0.5676,1.0308,1.0898,0.050014,0.15663,-0.094723,1.1283,-0.56651,-0.48151,0.81052,0.33153,1.2479,-3.4592,-0.5177,0.32478,0.62884,0.37452,0.22173,-0.16186,-1.2065,0.83222,0.81365,0.95466,-1.01,-0.094161
office,-0.37218,0.3608,0.39346,-1.0362,0.81756,-0.43873,0.46278,-0.47501,1.3921,0.47833,0.14137,-0.093291,-3.7895,0.29779,0.87511,-0.51239,0.65852,0.0068109,-0.42191,-0.5459,-0.22178,-1.1347,-0.23231,-0.51381,-0.45113
seconds,0.82094,-0.22677,0.48257,0.17242,-0.75677,-0.079568,1.7126,-0.73884,-1.2817,0.37736,0.22949,0.61394,-2.8817,0.31429,0.10816,0.28964,-0.23726,-0.33611,0.053211,-1.1799,-0.92799,-0.46688,1.3254,0.17679,-0.7023
tbh,0.34607,-0.1766,0.27412,-0.65055,0.017419,-0.2685,1.6049,-0.45136,-1.3126,0.013737,-0.99288,0.7557,-3.3361,-0.61053,0.6538,0.80067,-0.031056,-1.2088,0.036773,-0.18688,0.3451,0.57143,-0.36312,0.67304,-0.57852
coach,-0.32431,0.60788,-0.4037,-0.95895,-0.31788,-0.23623,-0.17378,0.53778,0.094678,-1.2879,0.4431,0.74955,-3.8334,-0.1137,1.5714,-0.64043,0.29227,-0.77248,-0.49959,0.10898,0.068503,0.72868,-0.071418,-0.95804,-0.89536
fighting,-0.3286,1.1874,-0.20121,0.53896,-0.30103,-0.0038795,1.4943,-0.18801,-0.11949,0.46841,-0.53027,0.97315,-3.1748,0.41732,0.082693,-0.14431,-0.9059,-0.55655,0.19184,-0.67453,-0.020831,1.1033,-0.36247,-0.63041,0.32451
attractive,-0.15989,-1.38,-0.46164,-0.54125,0.82811,0.9038,1.5821,-0.96135,-1.6072,-0.33851,-0.48359,0.33524,-3.4502,-0.90231,-0.4847,0.47829,0.024129,-0.83291,0.75487,-0.41278,0.76207,1.1239,-0.36969,-0.29658,-1.4827
booty,-1.2759,0.43065,0.019919,0.42788,1.528,-0.015327,0.7856,-0.35104,-0.48629,0.21887,-0.20361,0.65942,-3.0586,-1.2139,-0.82365,-0.063029,0.45136,-1.3628,-0.3883,0.8873,0.43502,1.6224,1.675,-0.43014,0.57917
hermano,-0.65221,0.48815,0.42024,0.18563,0.1408,-0.3121,-0.98708,3.1948,-1.3583,-1.0131,0.30267,-2.3477,-1.4391,-0.8211,1.4062,-0.12117,0.41973,0.10483,-0.0033114,0.13237,1.3281,0.02584,0.61982,0.45363,0.53674
sean,1.0045,0.38473,0.23437,1.0208,-0.34721,0.83182,-0.21198,1.8105,-1.8279,-1.5633,0.51948,-0.31015,-2.4808,-0.13088,0.70789,-0.1068,-0.029448,-1.0807,0.75206,0.26138,0.39548,0.27914,-0.61399,-0.27882,0.14137
four,0.58806,0.39977,0.84307,-0.063675,-0.16753,0.37486,0.93533,-1.0507,-0.57041,-0.027532,0.76356,-0.10157,-3.6861,1.3102,0.0082721,-0.51605,0.34933,-0.18487,-0.19589,0.31658,-0.99501,0.065084,0.34442,-0.99523,-0.42175
count,0.36356,0.82645,-0.18201,0.16448,-0.13462,-0.094857,0.88207,-1.19,-0.47288,0.31592,0.42089,0.3391,-3.4529,0.21674,-0.5834,-0.050428,-0.1051,-0.73683,0.42569,-0.33646,-0.72037,0.31767,0.34675,0.51504,-0.1402
heaven,-1.0253,-0.31834,0.52448,0.62207,-0.69459,0.1572,1.3117,-0.1201,-0.24046,0.12091,-0.16287,0.56657,-3.3038,0.25795,-0.2798,0.4258,0.37237,0.17042,0.48171,-0.013374,-0.29946,-0.15225,-0.26492,0.48228,0.8368
scary,0.17994,-0.57694,0.83298,-0.18335,0.23584,0.96756,2.4071,-0.43545,-0.31162,0.087948,-1.1125,0.6993,-3.0468,-0.10877,0.9278,1.0455,0.75207,-0.11061,0.16354,-0.017512,0.64305,0.52858,0.30863,-0.38665,0.48076
relationships,0.34753,0.96756,-0.83281,0.45733,1.1598,1.0311,1.4437,-1.3766,-0.4632,0.054187,-1.3152,0.09704,-3.6095,1.0224,-0.45522,1.6134,-0.91147,-0.61292,1.7352,-0.61014,0.23049,0.21651,-0.89552,-0.29515,-0.61392
turned,-0.58976,0.16351,1.213,-0.43141,0.13011,0.15107,1.0589,-0.896,-0.62264,0.20822,0.21937,1.084,-3.9974,0.096777,0.39257,0.42594,0.78264,0.21843,0.31109,-0.78987,0.39336,0.40831,0.56625,-0.39079,-0.21147
facts,0.85247,-0.22076,0.011022,0.3823,0.51051,-0.3286,1.2454,0.24611,0.032764,-0.93185,0.055352,0.090545,-2.8406,-0.46562,-0.43535,0.09306,-1.18,-0.16207,0.3098,-0.09866,0.33044,0.53683,-0.94278,0.047016,-0.90598
father,-1.2006,0.59454,0.27821,0.86424,0.021296,-1.1184,1.1299,0.26826,-0.41652,-0.22056,0.203,0.57734,-3.8551,0.58745,-0.21923,-0.30499,0.75124,0.31219,0.29848,-0.43404,1.0534,0.85965,-0.90158,-0.47079,-0.37878
north,-0.63433,-0.10921,0.18588,-1.1485,-1.2371,0.059973,0.44818,-0.57546,1.036,0.55754,-0.14212,0.11916,-4.0766,1.1592,0.96385,-1.0751,0.072889,0.082322,0.10785,0.32655,0.20089,-0.89903,0.45692,-1.7969,-0.052046
reasons,0.80098,0.65709,-0.48551,0.32469,0.47926,-0.17366,1.786,-1.2606,-0.63473,-0.46124,-0.42287,-0.080201,-3.527,0.32713,-0.15349,-0.045381,-0.17459,-0.23084,0.65017,-0.29495,0.42561,-0.037146,-0.53642,-0.31798,-1.2393
whenever,-0.47558,0.40807,0.27766,0.51451,-0.68124,-0.57891,1.8553,-0.66821,-0.34955,0.20241,-0.58195,0.28852,-3.6269,-0.52803,0.20851,1.0891,0.45915,-0.78132,0.23743,-0.9334,0.42769,-0.21752,0.60027,0.18558,-0.6927
lights,-0.85097,-0.42152,1.326,-0.13128,-0.62242,0.39746,1.2528,-0.61511,0.45056,-0.31783,-0.34301,-0.2863,-3.6237,0.21411,-0.48978,0.50751,-0.68765,-0.094328,0.56599,0.26151,-0.82699,-0.68715,1.3926,-0.24623,0.29694
feat,-0.74394,-0.19184,0.64183,1.0467,-0.53572,-0.1984,0.56944,1.2957,0.81984,-1.2989,-0.40469,1.1792,-2.6097,-1.4365,-0.18516,-0.01776,-0.75385,0.67804,-0.27589,0.75813,0.16709,-0.050842,0.23142,-0.85087,0.7052
hermoso,-1.2628,-0.88129,0.0067416,0.40231,1.0341,-0.15835,-0.083737,3.2081,-1.7856,-1.7852,0.91707,-1.6074,-0.44445,-0.4844,0.95169,-0.33715,0.41177,-0.36765,-0.83388,-0.35494,0.47021,-0.0014045,1.07,0.78665,1.041
everywhere,-0.044119,-0.5135,0.20058,-0.16952,-0.20174,0.21978,0.84292,-0.6123,-1.2632,1.1645,-0.45212,0.087902,-2.9077,-0.39555,0.50566,1.0176,-0.20052,-0.916,1.023,-0.49128,-0.15098,-0.39681,0.44786,-0.22478,0.80725
confused,0.20062,-0.25641,0.28745,-0.47947,0.27697,0.3756,1.6418,-0.64137,-0.83247,0.43777,-1.3069,1.0325,-3.1162,-0.43718,0.29939,0.22477,0.42488,-0.13024,0.24584,-0.89579,1.1125,0.47297,-4.4347e-06,0.014274,-0.4804
brothers,-0.42029,0.66578,1.2996,0.024282,-0.23939,-0.19579,1.0185,0.33655,-0.59955,-1.0235,0.076424,-0.29332,-3.2969,0.069219,-0.67314,0.01654,-0.08565,-0.57847,0.59471,0.38701,0.20007,0.31525,-0.19351,-0.91503,0.43971
completely,0.067162,-0.47794,-0.083599,-1.0124,-0.17569,0.83655,1.1572,-1.3077,-1.0314,0.25218,-0.11255,1.0458,-3.8369,-0.19657,0.23889,0.88225,0.49131,0.82169,0.69078,-1.7241,0.10478,-0.045817,0.13771,-0.080621,-0.98934
release,0.40815,0.8683,-0.0080022,-0.23987,0.21431,-1.0758,1.0619,0.053956,0.81245,-0.78886,0.76977,1.2186,-3.4993,0.66176,-0.16499,0.055358,0.068936,0.12018,-0.22751,-0.48973,-1.1694,-0.56897,0.25517,-0.4511,-0.18325
somewhere,-1.2207,0.24452,0.73456,0.060484,-0.94007,0.30293,0.92924,-0.85364,-0.095655,0.48787,-0.95185,0.46773,-4.1868,0.11455,0.55127,0.73099,0.32974,-0.44861,0.25552,-0.83749,0.041164,-0.68175,0.35445,-0.16383,0.15674
fool,-0.2875,0.70136,-0.053231,0.53328,0.1847,0.043655,0.66766,-0.29819,-0.12127,0.12744,-1.3963,1.339,-3.6382,-0.21475,0.16296,0.34167,0.32164,-0.42494,0.20903,-0.1431,1.5817,0.87796,0.51432,0.10648,0.19072
writing,0.47162,0.66614,0.70081,0.22768,1.5459,-0.36022,1.7913,-1.4681,0.2308,-0.81623,-0.68465,0.81374,-3.4263,-0.48557,0.77121,0.17818,0.10702,0.58844,-0.64797,-0.88656,-0.70526,-0.50338,-1.2819,0.30536,-0.54335
usually,0.034289,0.17377,-0.41827,-0.4276,-0.10436,0.93517,1.849,-1.4892,-0.16769,-0.31248,0.0073328,0.38948,-3.7615,0.44704,-0.32349,1.2373,0.32766,-0.41888,0.83309,-1.0101,0.99446,0.034381,-0.31239,0.56341,-0.59989
famous,0.039869,0.082689,0.19099,-0.49366,0.22099,0.30519,1.2337,0.17109,-0.11226,-0.053095,-0.28459,0.35004,-3.2753,-0.72902,-0.2271,0.85738,0.69781,-0.92372,-0.29794,0.15974,0.3467,0.52696,-1.3404,-1.0554,-0.63587
toca,0.18456,0.4263,0.47789,0.25387,-0.14668,0.78343,-0.10615,1.8496,0.44459,-1.7612,-0.032623,-2.8665,-1.0723,0.11795,1.0457,0.55391,-0.37425,0.54896,-0.25627,-0.085146,-0.39387,-0.14373,0.75987,1.2971,1.3549
acting,0.052382,0.70743,0.448,-0.41754,1.0628,0.75339,0.85226,-0.43025,0.22719,-0.053197,-1.255,1.141,-3.5264,-0.51987,0.23522,0.8797,-0.21993,-0.54243,-0.047995,-0.49577,0.85709,1.3881,-0.66864,-0.44075,-0.56514
often,0.043623,-0.42988,-0.8168,-0.093511,-0.19595,0.62685,1.5326,-1.3656,-0.22624,-0.20569,0.042017,0.47914,-3.7139,0.4994,-0.39773,1.1578,-0.03029,-0.15746,1.2516,-1.6536,0.59399,-0.16196,-0.82308,0.27985,-0.71606
performance,-0.061537,-0.22383,0.26648,-0.64877,1.0662,-0.12977,1.1463,0.099069,0.5093,-1.6321,-0.019711,0.58263,-3.5154,0.66394,0.51503,0.53479,-0.53347,-0.0050854,-0.56047,0.23826,-1.2561,0.18834,-0.21685,-0.3822,-0.45664
french,0.032345,-0.23005,-0.23824,0.21445,-0.016903,-0.40386,1.2358,-1.0788,0.5573,-0.37364,0.48901,-0.32968,-3.6225,-0.78053,0.299,-0.43676,0.80754,-0.23902,-0.67589,0.90773,-0.15814,0.5248,-0.74391,-1.0375,0.52758
hat,0.12782,-1.3741,-0.2691,-1.8568,0.43623,0.64086,-0.58174,-0.46048,0.029651,-0.21927,1.0443,1.0684,-3.0252,-1.1388,-0.15265,-0.42817,1.3622,-0.053427,-1.2111,-0.29012,-0.019759,0.78843,0.11146,0.004119,0.16901
reality,0.43862,-0.015304,-0.23216,0.37073,0.59433,-0.048274,1.3368,-0.088604,-0.11646,-0.76304,-0.74811,0.11079,-3.4392,0.32851,0.38304,0.83053,-0.40193,0.20066,0.81153,-0.52704,-0.21561,-0.14561,-0.03104,-0.34831,-0.10453
action,0.32668,0.13222,-1.0072,0.039418,0.6719,-0.20832,1.08,-0.16197,0.92399,-0.32308,0.26439,0.81291,-3.3277,0.57036,0.3416,0.71646,-0.34915,0.00021202,-0.1148,-0.22729,-0.79288,0.0079339,-0.26529,-0.79078,0.0046833
tous,0.92965,-0.12339,-2.1698,0.87893,-0.72688,0.57383,-0.15757,-0.20646,-0.53828,-0.66929,0.23996,-1.0466,-1.4497,0.62863,0.29123,1.5643,-0.92073,-1.0308,-3.5063,1.6695,0.46881,-1.2169,0.048551,-1.0259,-0.31217
basically,0.10155,0.29879,0.86955,-0.94176,-0.084589,-0.27671,1.6418,-1.2734,-1.2425,0.33412,0.14184,0.45175,-3.7,-0.5741,0.44415,0.58785,0.2303,0.3363,0.15089,-0.42222,0.41328,0.5221,-0.27462,0.016932,-0.62635
sigh,-0.064906,-0.068692,0.045796,-0.1352,-0.33921,-0.1869,2.0157,-0.30695,-0.57793,0.70605,-1.1024,0.6367,-2.6485,-0.062111,0.7697,0.35408,0.38852,-0.69563,-0.1723,-0.89372,0.26682,0.10256,0.26332,0.98885,-0.16172
argentina,-0.27073,0.38372,0.18891,-1.2852,-0.77133,-0.25838,0.0012678,1.9221,-0.64225,-0.8569,0.29261,-1.9232,-2.4372,0.52307,0.85019,-0.23369,-1.2787,-0.12687,0.87711,0.27588,-0.34398,-0.50094,0.038049,-1.0912,0.40273
ideas,0.44718,-0.15463,-0.091087,0.59785,1.5199,1.1169,0.36175,-0.24884,-0.81853,-1.2022,0.20377,-1.2674,-3.4163,0.89619,0.29395,0.46895,0.62795,-0.43023,1.3666,-0.11776,0.037592,-1.7202,-1.1257,0.21561,-0.49251
tb,1.0418,-0.27265,0.21825,-0.65194,-0.056783,-0.037894,-0.51548,1.1252,0.67496,-0.69168,-0.54942,-1.834,-2.0523,-0.72969,0.21908,-0.85525,-0.94595,0.21759,-0.46916,0.27346,-0.21359,-0.13171,0.35781,1.7851,-0.29847
haters,1.4431,0.69025,-0.14233,0.09138,-0.35043,0.066962,0.63872,0.47704,-1.1988,0.48296,-0.73507,-0.54797,-2.9244,-0.18596,-0.68836,1.3674,-0.80209,-1.0843,0.57206,0.022485,0.048123,1.3948,-0.28984,-0.29731,-0.52033
spanish,0.70687,0.27737,0.29135,-0.32655,0.53873,-0.6552,1.3572,-0.252,-0.31642,-0.42327,-0.42736,-0.94879,-3.5532,-0.41173,1.2858,-0.14992,0.71925,-0.16208,0.62338,0.38048,-0.045843,0.47896,-0.52391,-0.79807,0.27835
thankyou,-1.0148,0.63602,-0.32181,-0.10618,-0.78187,-1.1146,1.4299,0.76108,-1.6094,0.31389,-0.84797,0.41291,-2.341,-0.28066,0.21862,-0.62994,1.0663,-0.76411,-0.96146,0.37067,-0.29075,-0.014232,-1.6547,2.0954,-0.57089
apparently,0.064398,0.15736,0.6581,-0.66324,-0.46587,-0.47057,1.4282,-0.94465,-0.82479,0.4744,0.51497,0.3877,-3.7751,-0.41114,0.82111,0.19181,0.62215,0.066903,0.09596,-0.61224,0.45109,0.351,-0.20295,-0.43811,-0.6543
crack,0.034745,0.33101,0.19566,0.098956,0.82131,0.38986,0.25083,0.31054,-0.78801,-0.31732,0.43446,-0.94569,-2.8173,-1.0493,1.0235,-0.33736,0.21296,-0.5419,0.16642,-0.16589,0.36591,0.40401,1.3286,-0.14232,0.45473
tree,-1.5226,-0.68566,1.1082,0.63482,-0.11657,0.46269,1.1379,-1.1312,0.665,0.14649,0.31165,-0.01846,-3.5233,0.18662,-0.54836,-0.54557,0.74326,0.13081,0.011478,0.33892,-0.54205,-0.10345,0.34124,0.08645,0.53662
thru,-0.47535,1.4591,0.80636,0.63028,-0.027425,0.13492,0.03255,-0.81331,0.15986,0.62555,-1.1095,0.72907,-4.2011,0.55834,-0.035074,0.49191,0.51908,-0.46322,-0.18285,-0.3671,-0.41865,-0.66771,1.3072,-0.094336,0.1178
earlier,-0.26113,0.40345,1.1443,-0.41922,-0.022028,-0.3973,0.77348,-0.91986,-0.7429,0.47288,-0.25045,0.89724,-3.7292,0.24486,1.5853,0.32482,0.78159,-0.44149,-0.73541,-0.72117,0.07419,-0.43432,0.41985,0.10919,-0.044016
beats,0.51567,0.93263,0.31675,-0.41754,0.091966,0.44361,0.11941,-0.30724,-0.13135,-0.93968,0.36934,0.86371,-3.6143,-0.59383,0.44174,-0.065254,0.15925,-0.44078,0.39021,1.0339,-0.72262,-0.40073,0.70166,-0.64843,0.26424
easily,0.37945,-0.39129,-0.76653,-0.58858,0.058445,0.90238,0.9779,-0.88878,-0.65978,-0.19867,-0.28618,0.99965,-3.5359,-0.2344,-0.24922,0.96548,0.25937,-0.42306,1.7598,-1.8199,0.12013,0.038816,0.29139,0.2147,-1.0045
usted,-0.38635,0.24203,-0.56507,0.36288,0.27187,-0.34529,-0.90464,2.9433,-0.63427,-0.61121,0.43575,-2.6471,-1.2659,-0.57238,1.5107,-0.12659,0.19447,0.48449,0.62189,-0.38673,2.0278,-0.49977,-0.12791,0.82576,-0.51015
texas,-0.43933,0.59484,-0.21573,-1.063,-0.68292,-0.12815,0.42667,-0.35689,0.3395,-0.024025,-0.0058822,-0.53376,-3.6359,0.47907,1.2912,-1.2059,0.0095156,-0.40329,0.36027,0.24772,0.18636,-0.068714,0.38414,-1.6705,0.63536
olympics,0.1217,-0.083583,0.043455,-1.7671,-0.31688,-0.55056,1.3655,-0.87097,-0.52207,-0.56577,0.053372,0.42362,-3.4565,0.59013,0.54907,0.4295,-0.53818,-0.66683,-0.13851,0.1125,-1.4011,0.56526,-0.10435,-1.291,0.32752
holding,-1.1848,0.27513,0.49909,0.58169,0.069497,-0.079172,0.69749,-1.083,-0.16125,0.55638,0.19053,0.59271,-3.542,0.13479,-0.36436,0.23156,-0.35137,-0.17598,-0.21793,-0.96499,-0.0056965,0.53965,0.65249,-0.66048,-1.0342
chick,-0.65836,0.46099,0.38178,-0.081939,0.77903,0.020124,0.41713,-0.40115,-0.54424,0.059658,-0.41962,0.65221,-3.7716,-1.1714,-0.3584,0.77892,1.0567,-0.65683,-0.40829,0.94454,0.86823,1.0069,0.21079,-0.50646,0.38946
ea,0.40862,0.62833,-0.20849,-0.41521,-0.25733,0.14413,-0.20449,1.9508,0.76384,0.32332,-1.0511,-0.069816,-1.862,-0.50643,0.81751,-0.51462,0.41685,-0.60181,-0.31527,0.40304,-0.2959,-0.3189,-0.49874,1.4466,-0.34028
clear,-0.43212,-0.38297,-0.68571,0.062526,-0.07393,0.936,0.54701,-0.49014,0.8828,0.35383,0.050707,0.80763,-3.697,0.3489,-0.20597,-0.011939,0.26052,0.22147,0.35086,-0.38385,-0.76061,-0.32848,0.87175,0.39457,-1.1324
cook,-0.74302,0.97194,0.30526,0.26471,-0.17254,0.37304,0.025409,-1.0575,0.059584,-0.3049,0.27091,-0.10807,-3.641,-0.86877,-0.06168,-0.65966,1.5298,-1.0464,-0.39893,-0.082569,0.95264,0.48914,-0.77895,0.5389,0.77497
hermana,-0.95956,0.23465,0.89449,0.039939,0.0048155,-0.04719,-0.75874,3.0188,-1.205,-0.73733,-0.076877,-2.7611,-1.4542,-1.1757,0.55959,0.55779,0.53222,0.62577,0.13848,0.82531,1.5459,-0.21172,0.24289,0.95805,0.33116
tht,0.52076,1.7794,0.4848,0.25791,-0.13458,0.17994,0.13389,-0.38016,-0.12945,0.22901,-1.5866,1.08,-4.4146,-0.26599,-0.16444,0.55439,1.1462,-0.28234,-0.019726,0.57551,0.93188,0.69807,0.84533,0.88169,-0.36526
iphonegames,0.58672,-1.863,-1.257,-2.3173,-0.693,-0.36371,0.029119,-0.42389,-1.8286,-0.087726,0.59032,-0.21753,-1.4293,-1.4436,-1.7803,2.0129,0.34931,-0.24462,0.81495,-0.31027,-2.3995,-2.5736,-0.67946,-0.93378,-0.50872
learned,0.51448,1.1276,0.31921,0.20284,-0.34432,-0.074948,1.3767,-1.2654,-0.45853,-0.50039,-0.5483,0.82765,-3.9009,0.32691,0.17389,0.159,0.43104,0.51287,1.0553,-0.72443,0.36235,0.35904,-0.62698,0.45132,-0.17361
healthy,-1.2018,0.29865,-1.3141,0.47531,0.84162,1.322,1.4045,-1.4882,-0.26373,-0.37219,0.058341,-0.38926,-3.468,-0.12946,0.1403,-1.0662,0.48846,-0.87117,0.81184,-0.67912,-0.66368,0.30836,-1.252,0.90532,0.2924
hip,-0.18404,0.85597,0.1009,-0.048,1.2539,0.083976,0.89761,0.21399,0.073385,-0.85271,-0.51859,0.73885,-3.0107,-0.55907,0.14871,0.36964,-0.27905,-0.072857,-0.063019,0.69974,-0.26631,0.44646,0.85493,-0.7592,1.0222
thanksgiving,-1.2037,1.4408,0.30581,0.17194,0.17356,-0.28371,1.7217,-1.3005,-1.2577,-0.58394,0.045501,-0.4519,-2.8615,0.85765,0.26661,-0.7324,0.62441,-1.2884,-0.63727,-0.082257,-0.5311,-0.1837,-0.68585,-0.10761,1.1028
congratulations,-0.6638,0.47381,-0.061235,-0.77713,-0.36119,-1.0177,1.5723,0.24023,-1.54,-1.2515,-0.074866,0.45308,-2.8548,0.99245,0.30276,-1.1285,0.36127,-0.43263,-0.40142,0.34802,-0.70314,0.38132,-0.85417,-0.0258,-0.88853
officially,-0.63353,1.2111,0.67082,-2.3081,-0.12948,-0.45425,1.3896,-0.45571,-0.73533,-0.44175,0.91558,0.85836,-3.3941,0.1947,0.26885,0.06522,0.24847,0.35594,0.00494,-0.94842,-0.089146,0.29321,0.17267,-0.19745,-0.11463
wifi,1.0436,0.34963,0.53401,-0.50679,0.99889,0.37622,-0.17858,0.34774,0.59996,1.4162,0.0070862,-0.96253,-2.5824,-0.68466,0.44308,0.89373,0.98579,0.050084,-0.060701,-0.29792,-0.38006,-1.0661,0.60984,0.40913,-0.30669
hes,-0.39113,0.4952,0.62509,-0.59949,0.17472,0.18181,0.80448,-0.13031,-1.3493,0.036938,-0.51896,0.88089,-3.586,-0.69365,0.21403,0.44458,0.29457,-0.34499,-0.58979,-0.41891,0.91755,1.314,-0.12019,0.11869,-0.66157
reach,-0.21599,0.99234,-0.86448,-0.21059,-0.53163,-0.38302,0.27811,-0.49974,-0.063538,-0.11285,-0.25029,0.31553,-3.8225,1.0802,-0.63356,0.17267,-0.06752,-0.45797,0.28527,-1.1732,-0.8917,-0.49739,1.035,0.16493,-0.86525
