word,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24
headphones,0.024498,0.55119,1.1888,-0.053616,0.36108,0.019734,0.87306,-1.0699,0.097046,0.5576,-0.12886,0.6065,-2.8633,-1.2768,-0.24309,1.1407,0.10078,-0.088336,1.2885,0.26489,-1.0119,-0.86733,1.9004,0.28787,-0.80111
showed,-0.34773,0.76469,0.95603,-0.39698,-0.036822,-0.66359,0.73456,-0.66654,-0.79185,-0.54299,-0.014932,1.2434,-3.8167,0.35358,0.35013,0.40512,0.44988,0.091436,0.098859,-0.28879,0.59516,0.59371,0.17816,-0.21844,-0.94274
clock,-0.20028,0.33838,1.1355,-0.1941,0.31887,0.01192,1.0434,-1.0452,0.90389,0.54343,-0.061725,0.70963,-2.9237,0.40531,0.22687,0.077246,0.48615,0.4108,0.22473,-0.20586,-0.51524,-0.31871,1.5758,0.30695,-0.14537
products,-0.55133,-0.0054504,-0.79584,-0.38402,1.2224,-0.1011,-0.1626,-1.8153,0.83509,-0.21669,1.1287,-0.25489,-3.568,-0.61348,-0.36311,-0.9108,0.69415,-0.32473,1.1841,0.45249,-1.0321,-1.2659,-0.74085,0.26441,-0.49707
reached,-0.043312,0.65553,0.14788,-0.81232,-0.62624,-0.53811,0.63201,-0.97806,-0.53872,-0.34821,0.94967,1.2075,-2.6905,1.0895,0.37721,-0.04861,0.58837,0.795,0.058747,-1.0539,-0.7845,-0.18329,0.59587,0.041504,-0.58096
pulled,-0.74118,0.35379,1.1576,-0.24369,-0.1014,0.042009,0.27345,-1.1977,-0.68192,0.30528,0.82077,1.2692,-3.3461,-0.25148,0.6187,0.23287,1.044,-0.25526,-0.16064,-0.98613,0.1533,0.90173,1.5782,-0.46796,-0.42492
possibly,0.13772,0.31949,0.020989,-0.61418,-0.58512,0.25513,1.4168,-1.1925,-0.32445,-0.77946,0.29931,0.76617,-3.307,0.29687,0.24832,0.53568,0.83504,-0.20927,0.2224,-1.2668,0.31788,0.11229,-0.14446,0.036266,-0.38085
ears,-0.95173,-0.51185,0.63547,0.77482,0.31818,-0.20138,1.1401,-0.99358,-0.48962,0.70571,-0.011101,0.79334,-3.0078,-0.64263,-0.75183,0.47771,0.18437,-0.1688,0.64265,-0.68767,-0.37257,0.86249,1.6321,0.56627,-0.29735
expected,0.081822,0.31898,-0.61557,-0.93129,-0.74739,-0.052149,0.83345,-1.2257,-0.032907,-0.52403,0.60004,0.78837,-3.2771,1.5855,0.89737,-0.35952,0.21077,-0.017761,0.28496,-1.6081,0.085532,-0.25932,0.66937,0.13392,-0.82256
bence,0.21895,0.15278,0.040869,0.12174,1.2134,0.35424,-1.4651,0.034594,-1.6146,1.0196,0.050255,-1.0696,-0.27581,0.59232,-0.99989,-1.7373,0.49972,-0.3334,-1.4739,0.84379,1.1694,1.0209,-1.1205,-0.88897,0.26608
prof,0.94686,-0.3897,-0.39323,-0.38994,0.014665,-1.2298,-0.51431,0.38222,1.3537,-0.59763,-0.82166,-1.3096,-2.4377,-0.015943,1.0455,0.97584,0.13631,1.21,-2.3341,0.4686,0.42286,-0.12444,-0.77068,-0.15334,-0.59131
chemistry,1.5397,0.27348,0.45948,-0.43167,0.20495,-0.73522,2.022,-0.85632,0.37749,-0.95348,-1.0684,0.40367,-2.3306,-0.052566,0.9735,-0.17996,-0.79145,0.05898,0.33139,0.03811,-1.348,1.4302,-0.98787,0.31152,-0.50851
championship,0.16254,0.83574,-0.30493,-1.9583,-0.016777,-0.28387,0.51855,-0.37081,0.11591,-1.0386,0.13317,0.58977,-3.3008,1.5863,1.0426,-0.38608,-0.57138,-0.85511,0.073823,1.0661,-1.8046,0.8845,1.02,-0.83135,-0.1549
corinthians,0.67358,0.102,-0.10832,-0.52223,-0.56977,-0.43924,-0.24452,0.83964,0.90714,-1.6145,-1.0314,-1.7443,-1.752,0.73173,0.32383,-1.4875,-2.7883,-0.66767,0.49835,-0.7957,-0.79701,1.6778,0.68922,-0.51391,0.38979
prolly,-0.18964,1.7738,0.83952,-0.84106,-0.48876,0.53562,0.35573,-1.0569,-0.22342,-0.091227,-0.56191,0.83981,-3.6418,-0.25224,-0.17943,0.75381,0.82912,-0.51357,-0.19378,-0.42822,1.6662,1.0186,1.1072,0.59627,0.46937
professional,-0.37955,0.33086,-0.67978,-1.324,2.0042,0.39043,0.32255,-0.53677,1.3436,-0.82754,0.011694,0.22583,-3.4032,-0.92863,0.3214,-0.11102,0.5857,0.043057,0.83111,0.22881,-0.78549,-0.12683,-0.62427,-0.68993,-0.90807
microsoft,1.2304,0.40331,-0.10809,-0.86166,0.41455,-0.45356,-0.38301,-0.0083566,1.2839,-0.43736,1.321,0.058678,-2.8713,-0.88536,0.42118,-0.24683,-0.0083483,1.0385,0.55854,-0.21484,-0.33944,-1.7641,-0.19785,-0.86013,-0.93408
